id;code;name;province_code;canton_code;district_code
1615;2;Bambú;2;1;3
1616;3;Cinco Esquinas;2;1;3
1617;4;Concordia;2;1;3
1618;5;Domingas;2;1;3
1619;6;El Plan.;2;1;3
1620;1;Acequia Grande (parte);2;1;4
1621;2;Bajo Monge;2;1;4
1622;3;Cañada;2;1;4
1623;4;Montecillos (parte);2;1;4
1624;5;Monserrat (parte);2;1;4
1625;6;Puente Arena (parte);2;1;4
1626;7;Tejar;2;1;4
1627;8;Vegas;2;1;4
1628;9;Villabonita (parte).;2;1;4
1629;10;Ciruelas;2;1;4
1630;11;Roble;2;1;4
1631;12;Sánchez.;2;1;4
1632;1;Bajo Tejar;2;1;5
1633;2;Cacao;2;1;5
1634;3;Cañada;2;1;5
1635;4;Coco;2;1;5
1636;5;El Bajo;2;1;5
1637;6;Hacienda Los Reyes;2;1;5
1638;7;Nuestro Amo;2;1;5
1639;8;Rincón Chiquito;2;1;5
1640;9;Rincón de Herrera;2;1;5
1641;10;Rincón de Monge;2;1;5
1642;11;Ventanas;2;1;5
1643;12;Vueltas.;2;1;5
1644;1;Barrios (Alajuela): Aguilar;2;1;6
1645;2;Ceiba;2;1;6
1646;3;San Martín.;2;1;6
1647;4;Alto Pilas;2;1;6
1648;5;Buríos;2;1;6
1649;6;Carbonal;2;1;6
1650;7;Cerrillal;2;1;6
1651;8;Dulce Nombre;2;1;6
1652;9;Espino (parte);2;1;6
1653;10;Itiquís;2;1;6
1654;11;Laguna;2;1;6
1655;12;Loría;2;1;6
1656;13;Maravilla (parte);2;1;6
1657;14;Montaña;2;1;6
1658;15;Pilas;2;1;6
1659;16;Potrerillos;2;1;6
1660;17;San Jerónimo;2;1;6
1661;18;San Rafael;2;1;6
1662;19;Tacacorí;2;1;6
1663;20;Tuetal Norte (parte);2;1;6
1664;21;Villas de la Ceiba.;2;1;6
1665;1;Alto del Desengaño;2;1;7
1666;2;Ángeles;2;1;7
1667;3;Bajo Santa Bárbara;2;1;7
1668;4;Cerro;2;1;7
1669;5;Doka;2;1;7
1670;6;Espino (parte);2;1;7
1671;7;Fraijanes;2;1;7
1672;8;Lajas;2;1;7
1673;9;Poasito;2;1;7
1674;10;San Luis;2;1;7
1675;11;San Rafael;2;1;7
1676;12;Vargas (parte).;2;1;7
1677;1;La Paz;2;1;8
1678;2;Perla.;2;1;8
1679;3;Cañada;2;1;8
1680;4;Ojo de Agua;2;1;8
1681;5;Paires;2;1;8
1682;6;Potrerillos;2;1;8
1683;7;Rincón Venegas.;2;1;8
1684;1;Ángeles;2;1;9
1685;2;Bajo Cañas (parte);2;1;9
1686;3;Bajo La Sorda;2;1;9
1687;4;Cacique;2;1;9
1688;5;California;2;1;9
1689;6;Cañas (parte);2;1;9
1690;7;Guayabo;2;1;9
1691;8;Monserrat (parte);2;1;9
1692;9;Puente Arena (parte);2;1;9
1693;10;Villalobos;2;1;9
1694;11;Víquez.;2;1;9
1695;1;Bajo Cañas (parte);2;1;10
1696;2;Bellavista;2;1;10
1697;3;Brasil (parte);2;1;10
1698;4;Calicanto;2;1;10
1699;5;Cañas (parte);2;1;10
1700;6;Erizo;2;1;10
1701;7;Mojón;2;1;10
1702;8;Pasito;2;1;10
1703;9;Rincón;2;1;10
1704;10;Rosales (parte);2;1;10
1705;11;Targuases;2;1;10
1706;12;Tres Piedras.;2;1;10
1707;1;Cacao;2;1;12
1708;2;Calle Liles;2;1;12
1709;3;González;2;1;12
1710;4;Quebradas;2;1;12
1711;5;Rincón Cacao;2;1;12
1712;6;Tuetal Norte (parte);2;1;12
1713;7;Vargas (parte).;2;1;12
1714;1;Animas;2;1;13
1715;2;Cuesta Colorada;2;1;13
1716;3;Copeyal;2;1;13
1717;4;Horcones;2;1;13
1718;5;Lagos del Coyol;2;1;13
1719;6;Llanos;2;1;13
1720;7;Mandarina (parte);2;1;13
1721;8;Manolos;2;1;13
1722;9;Mina;2;1;13
1723;10;Montesol (parte);2;1;13
1724;11;Monticel;2;1;13
1725;12;Saltillo.;2;1;13
1726;1;Bajo Latas;2;1;14
1727;2;Cariblanco;2;1;14
1728;3;Corazón de Jesús;2;1;14
1729;4;Isla Bonita;2;1;14
1730;5;Nueva Cinchona;2;1;14
1731;6;San Antonio;2;1;14
1732;7;Paraíso;2;1;14
1733;8;Punta Mala;2;1;14
1734;9;Ujarrás;2;1;14
1735;10;Virgen del Socorro (parte).;2;1;14
1736;1;Bajo Pita;2;1;11
1737;2;Granja;2;1;11
1738;3;Morera;2;1;11
1739;4;San Martín;2;1;11
1740;5;Santa Rita;2;1;11
1741;6;Turrucareña;2;1;11
1742;7;Villacares.;2;1;11
1743;8;Bajo San Miguel;2;1;11
1744;9;Candelaria;2;1;11
1745;10;Carrera Buena;2;1;11
1746;11;Cebadilla;2;1;11
1747;12;Cerrillos (San Miguel);2;1;11
1748;13;Conejo;2;1;11
1749;14;Juntas;2;1;11
1750;15;Siquiares;2;1;11
1751;16;Tamarindo.;2;1;11
1752;1;Bajo Ladrillera;2;2;1
1753;2;Cachera;2;2;1
1754;3;Lisímaco Chavarría;2;2;1
1755;4;Sabana (parte);2;2;1
1756;5;San José;2;2;1
1757;6;Tremedal (parte).;2;2;1
1758;1;Arias;2;2;2
1759;2;Montserrat.;2;2;2
1760;3;Alto Santiago;2;2;2
1761;4;Alto Salas;2;2;2
1762;5;Angostura;2;2;2
1763;6;Balboa;2;2;2
1764;7;Cambronero;2;2;2
1765;8;Constancia;2;2;2
1766;9;Cuesta del Toro;2;2;2
1767;10;Empalme;2;2;2
1768;11;La Ese;2;2;2
1769;12;León;2;2;2
1770;13;Magallanes;2;2;2
1771;14;Moncada;2;2;2
1772;15;Río Jesús.;2;2;2
1773;1;Americana;2;2;3
1774;2;Bajo Tajos;2;2;3
1775;3;Belén;2;2;3
1776;4;Cipreses;2;2;3
1777;5;Lirios;2;2;3
1778;6;Llamarón;2;2;3
1779;7;Pueblo Nuevo;2;2;3
1780;8;Tanque;2;2;3
1781;9;Tejar;2;2;3
1782;10;Vicente Badilla.;2;2;3
1783;11;Juntas (parte).;2;2;3
1784;1;Copán.;2;2;4
1785;2;Araya;2;2;4
1786;3;Bajo Matamoros (parte);2;2;4
1787;4;Bolívar;2;2;4
1788;5;Campos;2;2;4
1789;6;Esperanza;2;2;4
1790;7;La Paz;2;2;4
1791;8;Lomas;2;2;4
1792;9;Piedades Noroeste.;2;2;4
1793;1;Bajo Barranca;2;2;5
1794;2;Barranca;2;2;5
1795;3;Bureal;2;2;5
1796;4;Carmen;2;2;5
1797;5;Chassoul;2;2;5
1798;6;Guaria;2;2;5
1799;7;Nagatac;2;2;5
1800;8;Palma;2;2;5
1801;9;Potrerillos;2;2;5
1802;10;Quebradillas;2;2;5
1803;11;Salvador;2;2;5
1804;12;San Bosco;2;2;5
1805;13;San Francisco;2;2;5
1806;14;San Miguel;2;2;5
1807;15;Sardinal;2;2;5
1808;16;Socorro.;2;2;5
1809;1;Tres Marías;2;2;6
1810;2;Unión.;2;2;6
1811;3;Alto Llano;2;2;6
1812;4;Berlín;2;2;6
1813;5;Calera;2;2;6
1814;6;Chavarría;2;2;6
1815;7;Llano Brenes;2;2;6
1816;8;Orlich;2;2;6
1817;9;Orozco;2;2;6
1818;10;Pata de Gallo;2;2;6
1819;11;Rincón de Mora;2;2;6
1820;12;Rincón Orozco;2;2;6
1821;13;San Joaquín;2;2;6
1822;14;Zamora.;2;2;6
1823;1;Progreso;2;2;7
1824;2;Bajo Ramírez;2;2;7
1825;3;Fernández;2;2;7
1826;4;Guaria;2;2;7
1827;5;Varela.;2;2;7
1828;1;Los Jardines;2;2;8
1829;2;Ranchera.;2;2;8
1830;3;Ángeles Norte;2;2;8
1831;4;Bajo Córdoba;2;2;8
1832;5;Bajo Rodríguez;2;2;8
1833;6;Balsa;2;2;8
1834;7;Cataratas;2;2;8
1835;8;Colonia Palmareña;2;2;8
1836;9;Coopezamora;2;2;8
1837;10;Criques;2;2;8
1838;11;Juntas (parte);2;2;8
1839;12;Kooper;2;2;8
1840;13;Lagos;2;2;8
1841;14;Rocas;2;2;8
1842;15;San Jorge;2;2;8
1843;16;Silencio;2;2;8
1844;17;Valle Azul;2;2;8
1845;18;Zuñiga.;2;2;8
1846;1;Badilla Alpizar;2;2;9
1847;2;Sabana (parte);2;2;9
1848;3;Tremedal (parte).;2;2;9
1849;4;Bajo Matamoros (parte);2;2;9
1850;5;Catarata;2;2;9
1851;6;San Pedro;2;2;9
1852;7;Valverde.;2;2;9
1853;1;Alto Villegas;2;2;10
1854;2;Bajo Tejares;2;2;10
1855;3;Dulce Nombre;2;2;10
1856;4;Sifón.;2;2;10
1857;1;Cañuela;2;2;11
1858;2;Concepción Arriba;2;2;11
1859;3;Chaparral;2;2;11
1860;4;Pérez.;2;2;11
1861;1;Bajo Castillo;2;2;12
1862;2;Bajos;2;2;12
1863;3;Barranquilla;2;2;12
1864;4;Carrera Buena;2;2;12
1865;5;Jabonal;2;2;12
1866;6;Jabonalito;2;2;12
1867;7;Rincón Chaves;2;2;12
1868;8;Victoria;2;2;12
1869;9;Zapotal (parte).;2;2;12
1870;1;Abanico;2;2;13
1871;2;Altura;2;2;13
1872;3;Bosque;2;2;13
1873;4;Burrito;2;2;13
1874;5;Cairo;2;2;13
1875;6;Castillo (parte);2;2;13
1876;7;Castillo Nuevo;2;2;13
1877;8;Colonia Trinidad;2;2;13
1878;9;Chachagua;2;2;13
1879;10;La Cruz;2;2;13
1880;11;Pocosol;2;2;13
1881;12;San Carlos;2;2;13
1882;13;San Rafael;2;2;13
1883;14;Sector Ángeles.;2;2;13
1884;1;Carmona;2;3;1
1885;2;Chavarría;2;3;1
1886;3;Colón;2;3;1
1887;4;Jiménez;2;3;1
1888;5;Pinos;2;3;1
1889;6;Rincón de Arias;2;3;1
1890;7;San Antonio;2;3;1
1891;8;San Vicente.;2;3;1
1892;9;Celina.;2;3;1
1893;1;Barrio (Grecia): Primavera.;2;3;2
1894;2;Alfaro;2;3;2
1895;3;Bajo Achiote;2;3;2
1896;4;Camejo;2;3;2
1897;5;Coopevictoria;2;3;2
1898;6;Corinto;2;3;2
1899;7;Higuerones;2;3;2
1900;8;Mesón;2;3;2
1901;9;Mojón;2;3;2
1902;10;Quizarrazal.;2;3;2
1903;1;Arena;2;3;3
1904;2;Cedro;2;3;3
1905;3;Delicias (parte);2;3;3
1906;4;Guayabal (parte);2;3;3
1907;5;Loma;2;3;3
1908;6;Rodríguez;2;3;3
1909;7;Santa Gertrudis Norte;2;3;3
1910;8;Santa Gertrudis Sur.;2;3;3
1911;1;Agualote;2;3;4
1912;2;Bajo Sapera;2;3;4
1913;3;Casillas;2;3;4
1914;4;Latino;2;3;4
1915;5;San Miguel Arriba.;2;3;4
1916;6;Cabuyal;2;3;4
1917;7;Carbonal;2;3;4
1918;8;Coyotera;2;3;4
1919;9;San Miguel.;2;3;4
1920;1;Pinto.;2;3;5
1921;2;Bodegas;2;3;5
1922;3;Cataluña;2;3;5
1923;4;Cerdas;2;3;5
1924;5;Delicias (parte);2;3;5
1925;6;Flores;2;3;5
1926;7;Guayabal (parte);2;3;5
1927;8;Pilas;2;3;5
1928;9;Planta;2;3;5
1929;10;Porvenir;2;3;5
1930;11;Yoses.;2;3;5
1931;1;Ángeles Norte;2;3;6
1932;2;Bolaños;2;3;6
1933;3;Bosque Alegre;2;3;6
1934;4;Caño Negro;2;3;6
1935;5;Carmen;2;3;6
1936;6;Carrizal;2;3;6
1937;7;Colonia del Toro;2;3;6
1938;8;Crucero;2;3;6
1939;9;Flor;2;3;6
1940;10;Hule;2;3;6
1941;11;La Trinidad;2;3;6
1942;12;Laguna;2;3;6
1943;13;Lagos;2;3;6
1944;14;Merced;2;3;6
1945;15;Montelirio;2;3;6
1946;16;Naranjales;2;3;6
1947;17;Palmar;2;3;6
1948;18;Palmera;2;3;6
1949;19;Pata de Gallo;2;3;6
1950;20;Peoresnada;2;3;6
1951;21;Pinar;2;3;6
1952;22;Pueblo Nuevo;2;3;6
1953;23;San Fernando;2;3;6
1954;24;San Gerardo (parte);2;3;6
1955;25;San Jorge;2;3;6
1956;26;San José;2;3;6
1957;27;San Rafael;2;3;6
1958;28;San Vicente;2;3;6
1959;29;Santa Isabel;2;3;6
1960;30;Santa Rita;2;3;6
1961;31;Tabla.;2;3;6
1962;1;(Grecia): Poró;2;3;7
1963;2;Sevilla.;2;3;7
1964;3;Altos de Peralta;2;3;7
1965;4;Argentina;2;3;7
1966;5;Bajo Cedros;2;3;7
1967;6;Lomas;2;3;7
1968;7;Montezuma;2;3;7
1969;8;Puerto Escondido;2;3;7
1970;9;Raiceros;2;3;7
1971;10;Rincón de Salas;2;3;7
1972;11;Rosales.;2;3;7
1973;1;Cajón;2;3;8
1974;2;Cocobolo;2;3;8
1975;3;Murillo;2;3;8
1976;4;San Juan;2;3;8
1977;5;San Luis;2;3;8
1978;6;Virgencita.;2;3;8
1979;1;Agua Agria;2;4;1
1980;2;Calera;2;4;1
1981;3;Cenízaro;2;4;1
1982;4;Centeno;2;4;1
1983;5;Desamparados;2;4;1
1984;6;Dulce Nombre;2;4;1
1985;7;Higuito;2;4;1
1986;8;Izarco;2;4;1
1987;9;Maderal;2;4;1
1988;10;Ramadas;2;4;1
1989;11;San Juan de Dios.;2;4;1
1990;1;Cuesta Colorada;2;4;2
1991;2;Libertad;2;4;2
1992;3;Quebrada Honda;2;4;2
1993;4;Limón;2;4;2
1994;5;Patio de Agua Norte;2;4;2
1995;6;Sacra Familia;2;4;2
1996;7;San Juan Uno;2;4;2
1997;8;Zapote.;2;4;2
1998;1;Garabito;2;4;3
1999;2;Quebrada Grande (parte);2;4;3
2000;3;Quinta.;2;4;3
2001;1;Altamira;2;4;4
2002;2;Oricuajo;2;4;4
2003;3;Poza Redonda;2;4;4
2004;4;Quebrada Grande (parte).;2;4;4
2005;1;Ángeles;2;5;1
2006;2;Atenea;2;5;1
2007;3;Boquerón;2;5;1
2008;4;Escorpio;2;5;1
2009;5;Güizaro;2;5;1
2010;6;Oásis;2;5;1
2011;7;Olivo.;2;5;1
2012;8;Matías.;2;5;1
2013;1;Guacalillo;2;5;2
2014;2;Sabanalarga;2;5;2
2015;3;San Vicente.;2;5;2
2016;4;Barroeta;2;5;2
2017;5;Boca del Monte;2;5;2
2018;6;Cuajiniquil;2;5;2
2019;7;Estanquillo;2;5;2
2020;8;Pato de Agua (parte).;2;5;2
2021;1;Cajón.;2;5;3
2022;2;Callao;2;5;3
2023;3;Plancillo;2;5;3
2024;4;Plazoleta.;2;5;3
2025;1;Alto Naranjo;2;5;4
2026;2;Bajo Cacao;2;5;4
2027;3;Morazán;2;5;4
2028;4;Pato de Agua (parte);2;5;4
2029;5;Pavas;2;5;4
2030;6;Rincón.;2;5;4
2031;1;Río Grande;2;5;5
2032;2;Balsa;2;5;5
2033;3;Calle Garita;2;5;5
2034;4;Coyoles;2;5;5
2035;5;Pan de Azúcar;2;5;5
2036;6;Tornos.;2;5;5
2037;1;Alto Cima;2;5;6
2038;2;Alto López;2;5;6
2039;3;Legua;2;5;6
2040;4;San José Norte;2;5;6
2041;5;Torunes;2;5;6
2042;6;Vainilla.;2;5;6
2043;1;Rincón Rodríguez.;2;5;7
2044;1;Cerrillo;2;5;8
2045;2;Guácimos;2;5;8
2046;3;Kilómetro 51;2;5;8
2047;4;Lapas;2;5;8
2048;5;Mangos;2;5;8
2049;6;Quebradas;2;5;8
2050;7;Vuelta Herrera.;2;5;8
2051;1;Bajo Pilas;2;6;1
2052;2;Belén;2;6;1
2053;3;Caña Dura;2;6;1
2054;4;Gradas;2;6;1
2055;5;María Auxiliadora;2;6;1
2056;6;Muro;2;6;1
2057;7;Pueblo Nuevo;2;6;1
2058;8;Sacramento;2;6;1
2059;9;San Lucas (Carmen);2;6;1
2060;10;San Rafael.;2;6;1
2061;11;Candelaria;2;6;1
2062;12;Cantarrana (parte);2;6;1
2063;13;Cinco Esquinas (parte);2;6;1
2064;14;Ciprés;2;6;1
2065;15;Común;2;6;1
2066;16;Dulce Nombre.;2;6;1
2067;1;Planes.;2;6;2
2068;2;Bajo Seevers;2;6;2
2069;3;Bajos;2;6;2
2070;4;Palmas;2;6;2
2071;5;Quesera;2;6;2
2072;6;San Francisco;2;6;2
2073;7;San Miguel Oeste.;2;6;2
2074;1;Barranca;2;6;3
2075;2;Cañuela Arriba;2;6;3
2076;3;Cuesta Venada;2;6;3
2077;4;Desamparados;2;6;3
2078;5;Isla;2;6;3
2079;6;San Antonio de Barranca;2;6;3
2080;7;San Pedro;2;6;3
2081;8;Solís (parte);2;6;3
2082;9;Vuelta San Gerardo.;2;6;3
2083;1;Bajo Arrieta;2;6;4
2084;2;Bajo Valverde;2;6;4
2085;3;Bajo Zúñiga;2;6;4
2086;4;Cruce;2;6;4
2087;5;Isla Cocora;2;6;4
2088;6;Lourdes;2;6;4
2089;7;Llano Bonito;2;6;4
2090;8;Llano Bonito Sur;2;6;4
2091;9;Palmita;2;6;4
2092;10;Quebrada Honda;2;6;4
2093;11;Rincón;2;6;4
2094;12;Solís (parte);2;6;4
2095;13;Zapote.;2;6;4
2096;1;Puebla;2;6;5
2097;2;Robles;2;6;5
2098;3;Tacacal.;2;6;5
2099;1;Bajo Murciélago;2;6;6
2100;2;Cueva;2;6;6
2101;3;Guarumal;2;6;6
2102;4;Rincón Elizondo;2;6;6
2103;5;San Antonio;2;6;6
2104;6;Yoses.;2;6;6
2105;1;Pérez;2;6;7
2106;2;Hornos;2;6;7
2107;3;Llano;2;6;7
2108;4;Santa Margarita;2;6;7
2109;5;Vistas del Valle.;2;6;7
2110;1;Alto Murillo;2;6;8
2111;2;Alto Palmas;2;6;8
2112;3;Cantarrana (parte);2;6;8
2113;4;Cinco Esquinas (parte);2;6;8
2114;5;Concepción;2;6;8
2115;6;Roquillo;2;6;8
2116;7;San Roque.;2;6;8
2117;1;Santa Fe;2;7;1
2118;2;San Vicente.;2;7;1
2119;1;Cocaleca (parte);2;7;2
2120;2;Quebrada;2;7;2
2121;3;Rincón (Quebrada);2;7;2
2122;4;Rincón de Zaragoza;2;7;2
2123;5;Vargas;2;7;2
2124;6;Vásquez.;2;7;2
2125;1;Bajo Cabra;2;7;3
2126;2;Barreal;2;7;3
2127;3;Tres Marías;2;7;3
2128;4;Valle;2;7;3
2129;5;Victoria.;2;7;3
2130;6;Calle Ramírez.;2;7;3
2131;1;Pinos (parte).;2;7;4
2132;1;Pinos (parte).;2;7;5
2133;1;Calle Roble;2;7;6
2134;2;Cocaleca (parte);2;7;6
2135;3;Peraza;2;7;6
2136;4;Rincón de Salas.;2;7;6
2137;1;Amistad.;2;7;7
2138;1;Santa Cecilia (Bajo Piedras);2;8;1
2139;2;Rastro.;2;8;1
2140;3;Cerro;2;8;1
2141;4;Chilamate;2;8;1
2142;5;Hilda;2;8;1
2143;6;Sitio (parte);2;8;1
2144;7;Zamora.;2;8;1
2145;1;Altura (parte);2;8;2
2146;2;Corazón de Jesús;2;8;2
2147;3;Guapinol;2;8;2
2148;4;Mastate;2;8;2
2149;5;San Juan Norte;2;8;2
2150;6;Tablones (parte).;2;8;2
2151;1;Bajo Zamora;2;8;3
2152;2;Churuca;2;8;3
2153;3;Guatuza;2;8;3
2154;4;Monte;2;8;3
2155;5;Potrero Chiquito;2;8;3
2156;6;Santa Rosa;2;8;3
2157;7;Sitio (parte);2;8;3
2158;8;Solís;2;8;3
2159;9;Tablones (parte);2;8;3
2160;10;Volcán.;2;8;3
2161;1;Bajo Barahona;2;8;4
2162;2;Cuatro Esquinas;2;8;4
2163;3;Santísima Trinidad.;2;8;4
2164;4;Carrillos Alto;2;8;4
2165;5;Senda;2;8;4
2166;6;Sonora.;2;8;4
2167;1;Altura (parte);2;8;5
2168;2;Bajos del Tigre.;2;8;5
2169;1;Aguacate;2;9;1
2170;2;Arboleda;2;9;1
2171;3;Carmen;2;9;1
2172;4;Cortezal;2;9;1
2173;5;Cuatro Esquinas Norte;2;9;1
2174;6;Jesús;2;9;1
2175;7;Kilómetro;2;9;1
2176;8;López;2;9;1
2177;9;Miraflores;2;9;1
2178;10;Rastro Viejo;2;9;1
2179;11;San Rafael;2;9;1
2180;12;San Vicente;2;9;1
2181;13;Tres Marías;2;9;1
2182;14;Villa los Reyes.;2;9;1
2183;15;Alto Vindas;2;9;1
2184;16;Esperanza;2;9;1
2185;17;Tigre.;2;9;1
2186;1;Cuatro Esquinas Este;2;9;2
2187;2;Piedra Azul.;2;9;2
2188;3;Guayabal.;2;9;2
2189;1;Marichal;2;9;3
2190;2;Concepción;2;9;3
2191;3;Dantas.;2;9;3
2192;1;Corazón de María.;2;9;4
2193;2;Bajos del Coyote;2;9;4
2194;3;Cebadilla;2;9;4
2195;4;Guápiles;2;9;4
2196;5;Limonal;2;9;4
2197;6;Mangos;2;9;4
2198;7;Mollejones;2;9;4
2199;8;Piedras de Fuego;2;9;4
2200;9;Pozón;2;9;4
2201;10;San Jerónimo;2;9;4
2202;11;Santa Rita.;2;9;4
2203;1;Angostura Matamoros;2;9;5
2204;2;Cascajal;2;9;5
2205;3;Cuesta Pitahaya;2;9;5
2206;4;Guácimo;2;9;5
2207;5;Hidalgo;2;9;5
2208;6;Kilómetro 81;2;9;5
2209;7;Machuca;2;9;5
2210;8;Matamoros;2;9;5
2211;9;Túnel;2;9;5
2212;10;Uvita;2;9;5
2213;11;Zapote.;2;9;5
2214;1;Alto Cruz;2;10;1
2215;2;Ana Mercedes;2;10;1
2216;3;Ángeles;2;10;1
2217;4;Arco Iris;2;10;1
2218;5;Bajo Los Arce;2;10;1
2219;6;Bajo Lourdes;2;10;1
2220;7;Baltazar Quesada;2;10;1
2221;8;Bellavista;2;10;1
2222;9;Carmen;2;10;1
2223;10;Casilda Matamoros;2;10;1
2224;11;Cementerio;2;10;1
2225;12;Coocique;2;10;1
2226;13;Colina 1;2;10;1
2227;14;Colina 2;2;10;1
2228;15;Corazón de Jesús;2;10;1
2229;16;Corobicí;2;10;1
2230;17;Don Victorino;2;10;1
2231;18;El Campo;2;10;1
2232;19;Gamonales;2;10;1
2233;20;Guadalupe;2;10;1
2234;21;La Cruz;2;10;1
2235;22;La Leila;2;10;1
2236;23;La Margarita;2;10;1
2237;24;La Roca;2;10;1
2238;25;La Torre;2;10;1
2239;26;Los Abuelos;2;10;1
2240;27;Lomas del Norte;2;10;1
2241;28;Lutz;2;10;1
2242;29;Meco;2;10;1
2243;30;Mercedes;2;10;1
2244;31;Peje;2;10;1
2245;32;San Antonio;2;10;1
2246;33;San Gerardo;2;10;1
2247;34;San Martín;2;10;1
2248;35;San Pablo;2;10;1
2249;36;San Roque;2;10;1
2250;37;Santa Fe;2;10;1
2251;38;Selva Verde;2;10;1
2252;39;Unión;2;10;1
2253;40;Villarreal.;2;10;1
2254;41;Abundancia;2;10;1
2255;42;Brumas;2;10;1
2256;43;Calle Guerrero;2;10;1
2257;44;San Ramón (Cariblanca);2;10;1
2258;45;Cedral Norte;2;10;1
2259;46;Cedral Sur;2;10;1
2260;47;Colón;2;10;1
2261;48;Dulce Nombre;2;10;1
2262;49;Leones;2;10;1
2263;50;Lindavista;2;10;1
2264;51;Manzanos;2;10;1
2265;52;Montañitas;2;10;1
2266;53;Palmas;2;10;1
2267;54;Porvenir;2;10;1
2268;55;San Juan (Quebrada Palo);2;10;1
2269;56;Ronrón Abajo;2;10;1
2270;57;Ronrón Arriba;2;10;1
2271;58;San Isidro;2;10;1
2272;59;San José de la Montaña;2;10;1
2273;60;San Luis;2;10;1
2274;61;San Rafael;2;10;1
2275;62;San Vicente;2;10;1
2276;63;Sucre;2;10;1
2277;64;Tesalia.;2;10;1
2278;1;Alto Gloria;2;10;2
2279;2;Aquilea (San Francisco);2;10;2
2280;3;Bonanza;2;10;2
2281;4;Caimitos;2;10;2
2282;5;Chaparral;2;10;2
2283;6;Cuestillas;2;10;2
2284;7;Jabillos (parte);2;10;2
2285;8;Molino;2;10;2
2286;9;Muelle de San Carlos;2;10;2
2287;10;Pejeviejo;2;10;2
2288;11;Pénjamo;2;10;2
2289;12;Platanar;2;10;2
2290;13;Puente Casa;2;10;2
2291;14;Puerto Escondido;2;10;2
2292;15;Quebrada Azul;2;10;2
2293;16;San Juan;2;10;2
2294;17;San Luis;2;10;2
2295;18;San Rafael;2;10;2
2296;19;Santa Clara;2;10;2
2297;20;Santa María;2;10;2
2298;21;Santa Rita;2;10;2
2299;22;Sapera;2;10;2
2300;23;Ulima;2;10;2
2301;24;Vega;2;10;2
2302;25;Vieja.;2;10;2
2303;1;Culebra;2;10;3
2304;2;Quina (parte);2;10;3
2305;3;San Antonio;2;10;3
2306;4;San Bosco.;2;10;3
2307;1;Latino;2;10;4
2308;2;Manantial;2;10;4
2309;3;Montecristo;2;10;4
2310;4;Nazareth;2;10;4
2311;5;San Bosco;2;10;4
2312;6;San Gerardo Viento Fresco;2;10;4
2313;7;Vistas de la Llanura.;2;10;4
2314;8;Altamira;2;10;4
2315;9;Alto Jiménez (Montecristo);2;10;4
2316;10;Bijagual;2;10;4
2317;11;Boca los Chiles;2;10;4
2318;12;Cantarrana (Santa Fe);2;10;4
2319;13;Coopesanjuan;2;10;4
2320;14;Caño Negro;2;10;4
2321;15;Cerrito;2;10;4
2322;16;Cerro Cortés;2;10;4
2323;17;Concepción;2;10;4
2324;18;Chiles;2;10;4
2325;19;Danta;2;10;4
2326;20;Delicias;2;10;4
2327;21;Faroles;2;10;4
2328;22;Gloria;2;10;4
2329;23;Guabo;2;10;4
2330;24;Llanos de Altamirita;2;10;4
2331;25;Pitalito Norte (Esquipulas);2;10;4
2332;26;Pitalito;2;10;4
2333;27;San José;2;10;4
2334;28;Valle Hermoso;2;10;4
2335;29;Vasconia;2;10;4
2336;30;Vuelta de Kooper.;2;10;4
2337;1;Carmen;2;10;5
2338;2;Corazón de Jesús;2;10;5
2339;3;El Ceibo;2;10;5
2340;4;Jardín;2;10;5
2341;5;La Gloria.;2;10;5
2342;6;Alpes;2;10;5
2343;7;Brisas;2;10;5
2344;8;Buenos Aires;2;10;5
2345;9;Guayabo;2;10;5
2346;10;Latas;2;10;5
2347;11;Marsella;2;10;5
2348;12;Mesén;2;10;5
2349;13;Nazareth;2;10;5
2350;14;Negritos;2;10;5
2351;15;Paraíso;2;10;5
2352;16;Pueblo Viejo;2;10;5
2353;17;San Cayetano;2;10;5
2354;18;San Martín;2;10;5
2355;19;Unión.;2;10;5
2356;1;Bosque;2;10;6
2357;2;Comarca;2;10;6
2358;3;San Cristóbal.;2;10;6
2359;4;Ángeles;2;10;6
2360;5;Boca Sahíno;2;10;6
2361;6;Boca Tapada;2;10;6
2362;7;Boca Tres Amigos;2;10;6
2363;8;Cabra;2;10;6
2364;9;Canacas;2;10;6
2365;10;Caño Chu;2;10;6
2366;11;Cerro Blanco (San Marcos);2;10;6
2367;12;Cuatro Esquinas;2;10;6
2368;13;Chaparrón;2;10;6
2369;14;Chirivico (Coopeisabel);2;10;6
2370;15;Encanto;2;10;6
2371;16;Fama (Carmen);2;10;6
2372;17;Flor;2;10;6
2373;18;I Griega;2;10;6
2374;19;Josefina;2;10;6
2375;20;Legua;2;10;6
2376;21;Ojoche;2;10;6
2377;22;Ojochito;2;10;6
2378;23;Palmar;2;10;6
2379;24;Pegón;2;10;6
2380;25;Piedra Alegre;2;10;6
2381;26;Puerto Escondido;2;10;6
2382;27;Quebrada Grande;2;10;6
2383;28;Sahíno;2;10;6
2384;29;San Luis;2;10;6
2385;30;Santa Elena;2;10;6
2386;31;Tigre;2;10;6
2387;32;Trinchera;2;10;6
2388;33;Vegas;2;10;6
2389;34;Veracrúz;2;10;6
2390;35;Vuelta Bolsón (parte);2;10;6
2391;36;Vuelta Tablón;2;10;6
