id;code;name;province_code;canton_code;district_code
821;6;Corazón de Jesús;1;11;1
822;7;Durazno;1;11;1
823;8;Girasoles (parte);1;11;1
824;9;Huacas;1;11;1
825;10;Magnolias;1;11;1
826;11;Mercedes;1;11;1
827;12;Monte Azul;1;11;1
828;13;San Francisco;1;11;1
829;14;San Martín;1;11;1
830;15;Villa Solidarista.;1;11;1
831;1;Fanguillo;1;11;2
832;2;I Griega;1;11;2
833;3;Loma Bonita;1;11;2
834;4;Nubes;1;11;2
835;5;Patio de Agua;1;11;2
836;6;Villa Emaus.;1;11;2
837;1;Calera;1;11;3
838;2;Carmen;1;11;3
839;3;Gemelas;1;11;3
840;4;Josué;1;11;3
841;5;Manzanos;1;11;3
842;6;Murtal;1;11;3
843;7;Sitrae;1;11;3
844;8;Valle Felíz.;1;11;3
845;9;Alto Palma (parte);1;11;3
846;10;Platanares;1;11;3
847;11;Rodeo (parte).;1;11;3
848;1;Cornelia;1;11;4
849;2;Girasoles (parte);1;11;4
850;3;Horizontes;1;11;4
851;4;Irazú;1;11;4
852;5;Jardines;1;11;4
853;6;Labrador;1;11;4
854;7;Patalillo;1;11;4
855;8;Santa Marta;1;11;4
856;9;Trapiche;1;11;4
857;10;Villalinda;1;11;4
858;11;Villanova.;1;11;4
859;1;Avilés;1;11;5
860;2;Cerro Indio;1;11;5
861;3;Guaba;1;11;5
862;4;Rojizo;1;11;5
863;5;Sinaí.;1;11;5
864;6;Canoa;1;11;5
865;7;Cascajal;1;11;5
866;8;Choco;1;11;5
867;9;Isla;1;11;5
868;10;Monserrat;1;11;5
869;11;Patillos;1;11;5
870;12;Rodeo (parte);1;11;5
871;13;Santa Rita de Casia;1;11;5
872;14;Tierras Morenas;1;11;5
873;15;Vegas de Cajón;1;11;5
874;16;Venita.;1;11;5
875;1;Abarca;1;12;1
876;2;Corral;1;12;1
877;3;María Auxiliadora;1;12;1
878;4;Ortiga;1;12;1
879;5;Pozos;1;12;1
880;6;San Martín (San Gerardo);1;12;1
881;7;San Luis;1;12;1
882;8;Turrujal;1;12;1
883;9;Vereda.;1;12;1
884;10;Aguablanca (parte);1;12;1
885;11;Alto Escalera;1;12;1
886;12;Alto Los Mora;1;12;1
887;13;Ángeles;1;12;1
888;14;Chirraca (parte);1;12;1
889;15;Esperanza;1;12;1
890;16;Potrerillos;1;12;1
891;17;Resbalón;1;12;1
892;18;Tablazo.;1;12;1
893;1;Alto Sierra;1;12;2
894;2;Alto Vigía;1;12;2
895;3;Bajo Arias;1;12;2
896;4;Bajo Bermúdez;1;12;2
897;5;Bajo Calvo;1;12;2
898;6;Bajo Cárdenas;1;12;2
899;7;Bajo Moras;1;12;2
900;8;Coyolar;1;12;2
901;9;Hondonada;1;12;2
902;10;La Cruz;1;12;2
903;11;Lagunillas (parte);1;12;2
904;12;Ococa;1;12;2
905;13;Toledo;1;12;2
906;14;Zapote.;1;12;2
907;1;San Pablo;1;12;3
908;2;Agua Blanca (parte);1;12;3
909;3;Bajo Cerdas;1;12;3
910;4;Bajos de Jorco;1;12;3
911;5;Bolívar;1;12;3
912;6;Cañadas;1;12;3
913;7;Caragral;1;12;3
914;8;Corazón de Jesús;1;12;3
915;9;Charcalillo;1;12;3
916;10;Chirraca (parte);1;12;3
917;11;Fila;1;12;3
918;12;Jaular;1;12;3
919;13;Lagunillas (parte);1;12;3
920;14;La Mina;1;12;3
921;15;La Pita;1;12;3
922;16;Los Monge;1;12;3
923;17;Playa;1;12;3
924;18;San Pablo;1;12;3
925;19;Sevilla.;1;12;3
926;1;Bajo Los Cruces;1;12;4
927;2;Ceiba Alta (parte);1;12;4
928;3;Ceiba Baja;1;12;4
929;4;Ceiba Este;1;12;4
930;5;Escuadra;1;12;4
931;6;Gravilias;1;12;4
932;7;Lindavista;1;12;4
933;8;Llano Bonito;1;12;4
934;9;Mesa;1;12;4
935;10;Naranjal;1;12;4
936;11;Perpetuo Socorro;1;12;4
937;12;Tejar;1;12;4
938;13;Tiquires.;1;12;4
939;1;Alto Parritón;1;12;5
940;2;Bajo Palma;1;12;5
941;3;Bajo Pérez;1;12;5
942;4;Bijagual;1;12;5
943;5;Breñón;1;12;5
944;6;Caspirola;1;12;5
945;7;Colorado;1;12;5
946;8;Cuesta Aguacate;1;12;5
947;9;Limas;1;12;5
948;10;Parritón;1;12;5
949;11;Plomo;1;12;5
950;12;Sabanas;1;12;5
951;13;San Jerónimo;1;12;5
952;14;Soledad;1;12;5
953;15;Téruel;1;12;5
954;16;Tiquiritos;1;12;5
955;17;Uruca;1;12;5
956;18;Zoncuano.;1;12;5
957;1;Acacias;1;13;1
958;2;Arboleda;1;13;1
959;3;Asturias;1;13;1
960;4;Estudiantes;1;13;1
961;5;Florida;1;13;1
962;6;González Truque;1;13;1
963;7;Jesús Jiménez Zamora;1;13;1
964;8;Lindavista;1;13;1
965;9;Rosas;1;13;1
966;10;San Jerónimo;1;13;1
967;11;Santa Eduvigis;1;13;1
968;12;Valle;1;13;1
969;13;Versalles;1;13;1
970;14;Villafranca;1;13;1
971;15;Virginia.;1;13;1
972;1;Bajo Piuses;1;13;2
973;2;Copey;1;13;2
974;3;Leiva Urcuyo;1;13;2
975;4;Lilas;1;13;2
976;5;Lomas del Pinar;1;13;2
977;6;Montecarlo;1;13;2
978;7;Santa Teresa.;1;13;2
979;1;Apolo;1;13;3
980;2;Dalia;1;13;3
981;3;Estancia;1;13;3
982;4;Fletcher;1;13;3
983;5;Franjo;1;13;3
984;6;Jardines de Tibás;1;13;3
985;7;Jardines La Trinidad;1;13;3
986;8;Monterreal;1;13;3
987;9;Palmeras;1;13;3
988;10;Santa Mónica;1;13;3
989;11;Talamanca;1;13;3
990;12;Vergel.;1;13;3
991;1;Doña Fabiola;1;13;4
992;2;Garabito.;1;13;4
993;1;Anselmo Alvarado;1;13;5
994;2;Balsa;1;13;5
995;3;Cuatro Reinas;1;13;5
996;4;Orquídeas;1;13;5
997;5;Rey;1;13;5
998;6;San Agustín.;1;13;5
999;1;Alondra;1;14;1
1000;2;Americano;1;14;1
1001;3;Américas;1;14;1
1002;4;Bajo Isla;1;14;1
1003;5;Bajo Varelas;1;14;1
1004;6;Barro de Olla;1;14;1
1005;7;Caragua;1;14;1
1006;8;Carmen;1;14;1
1007;9;Colegios;1;14;1
1008;10;Colegios Norte;1;14;1
1009;11;Chaves;1;14;1
1010;12;El Alto (parte);1;14;1
1011;13;Flor;1;14;1
1012;14;Florencia;1;14;1
1013;15;Guaria;1;14;1
1014;16;Guaria Oriental;1;14;1
1015;17;Isla;1;14;1
1016;18;Jardines de Moravia;1;14;1
1017;19;La Casa;1;14;1
1018;20;Ladrillera;1;14;1
1019;21;Robles;1;14;1
1020;22;Romeral;1;14;1
1021;23;Sagrado Corazón;1;14;1
1022;24;San Blas;1;14;1
1023;25;San Jorge;1;14;1
1024;26;San Martín;1;14;1
1025;27;San Rafael;1;14;1
1026;28;Santa Clara (parte);1;14;1
1027;29;Santo Tomás;1;14;1
1028;30;Saprissa.;1;14;1
1029;1;Alto Palma (parte);1;14;2
1030;2;Platanares;1;14;2
1031;3;Tornillal;1;14;2
1032;4;Torre.;1;14;2
1033;1;Altos de Trinidad;1;14;3
1034;2;Cipreses;1;14;3
1035;3;Colonia;1;14;3
1036;4;Moral;1;14;3
1037;5;Níspero;1;14;3
1038;6;Rosal;1;14;3
1039;7;Ruano;1;14;3
1040;8;Sitios;1;14;3
1041;9;Tanques;1;14;3
1042;10;Virilla.;1;14;3
1043;1;Alhambra;1;15;1
1044;2;Azáleas;1;15;1
1045;3;Carmiol;1;15;1
1046;4;Cedral;1;15;1
1047;5;Dent (parte);1;15;1
1048;6;Francisco Peralta (parte);1;15;1
1049;7;Fuentes;1;15;1
1050;8;Granja;1;15;1
1051;9;Kezia;1;15;1
1052;10;Lourdes;1;15;1
1053;11;Monterrey;1;15;1
1054;12;Nadori;1;15;1
1055;13;Oriente;1;15;1
1056;14;Pinto;1;15;1
1057;15;Prados del Este;1;15;1
1058;16;Roosevelt;1;15;1
1059;17;San Gerardo (parte);1;15;1
1060;18;Santa Marta;1;15;1
1061;19;Saprissa;1;15;1
1062;20;Vargas Araya;1;15;1
1063;21;Yoses.;1;15;1
1064;1;Arboleda;1;15;2
1065;2;Bloquera;1;15;2
1066;3;Cedros;1;15;2
1067;4;El Cristo (parte);1;15;2
1068;5;Españolita;1;15;2
1069;6;Luciana;1;15;2
1070;7;Marsella;1;15;2
1071;8;Maravilla;1;15;2
1072;9;Rodeo;1;15;2
1073;10;Rosales;1;15;2
1074;11;San Marino.;1;15;2
1075;1;Alma Máter;1;15;3
1076;2;Damiana;1;15;3
1077;3;Dent (parte);1;15;3
1078;4;Guaymí;1;15;3
1079;5;Paso Hondo;1;15;3
1080;6;Paulina.;1;15;3
1081;1;Alameda;1;15;4
1082;2;Andrómeda;1;15;4
1083;3;Begonia;1;15;4
1084;4;Cuesta Grande (parte);1;15;4
1085;5;El Cristo (parte);1;15;4
1086;6;Estéfana (parte);1;15;4
1087;7;Europa;1;15;4
1088;8;Liburgia;1;15;4
1089;9;Mansiones (parte);1;15;4
1090;10;Maruz;1;15;4
1091;11;Salitrillos.;1;15;4
1092;1;Alto Poró;1;16;1
1093;2;Bolsón;1;16;1
1094;3;Purires.;1;16;1
1095;1;Alto Limón;1;16;2
1096;2;Florecilla;1;16;2
1097;3;Limón;1;16;2
1098;4;Palmar;1;16;2
1099;5;Pita Villa Colina.;1;16;2
1100;1;Bajo Laguna;1;16;3
1101;2;El Barro;1;16;3
1102;3;Llano Bonito (San Juan de Mata);1;16;3
1103;4;Molenillo;1;16;3
1104;5;Paso Agres;1;16;3
1105;6;Surtubal;1;16;3
1106;7;Tronco Negro.;1;16;3
1107;1;Pital;1;16;4
1108;2;Potenciana Arriba;1;16;4
1109;3;Quebrada Azul;1;16;4
1110;4;San Francisco;1;16;4
1111;5;San Rafael.;1;16;4
1112;1;Alto Espavel;1;16;5
1113;2;Angostura (parte);1;16;5
1114;3;Bijagualito;1;16;5
1115;4;Bola;1;16;5
1116;5;Carara;1;16;5
1117;6;Cima;1;16;5
1118;7;Delicias;1;16;5
1119;8;El Sur;1;16;5
1120;9;Esperanza;1;16;5
1121;10;Fila Negra;1;16;5
1122;11;Galán;1;16;5
1123;12;La Trampa;1;16;5
1124;13;Lajas;1;16;5
1125;14;Mata de Platano;1;16;5
1126;15;Montelimar;1;16;5
1127;16;Pacayal;1;16;5
1128;17;Pavona;1;16;5
1129;18;Quina;1;16;5
1130;19;Río Negro;1;16;5
1131;20;Río Seco;1;16;5
1132;21;San Francísco;1;16;5
1133;22;San Gabriel;1;16;5
1134;23;San Isidro;1;16;5
1135;24;San Jerónimo;1;16;5
1136;25;Tulín.;1;16;5
1137;1;Bandera;1;17;1
1138;2;Higueronal;1;17;1
1139;3;Llano;1;17;1
1140;4;Nubes;1;17;1
1141;5;San Rafael.;1;17;1
1142;6;Botella;1;17;1
1143;7;Cedral;1;17;1
1144;8;Guaria;1;17;1
1145;9;Naranjo;1;17;1
1146;10;Quebrada Grande (parte);1;17;1
1147;11;Reyes;1;17;1
1148;12;San Joaquín;1;17;1
1149;13;San Lucas;1;17;1
1150;14;Sukia;1;17;1
1151;15;Vapor.;1;17;1
1152;1;Cabeceras de Tarrazú;1;17;2
1153;2;Chonta (parte);1;17;2
1154;3;Quebradillas.;1;17;2
1155;1;Bernardo Ureña.;1;17;3
1156;2;Alto Cañazo;1;17;3
1157;3;Alto indio;1;17;3
1158;4;Alto Miramar;1;17;3
1159;5;Cañón (parte);1;17;3
1160;6;Cima;1;17;3
1161;7;Cruce Chinchilla;1;17;3
1162;8;Florida;1;17;3
1163;9;Garrafa;1;17;3
1164;10;Jaboncillo;1;17;3
1165;11;Madreselva;1;17;3
1166;12;Ojo de Agua (parte);1;17;3
1167;13;Paso Macho (parte);1;17;3
1168;14;Pedregoso;1;17;3
1169;15;Providencia;1;17;3
1170;16;Quebrada Grande (parte);1;17;3
1171;17;Quebrador;1;17;3
1172;18;Río Blanco;1;17;3
1173;19;Salsipuedes (parte);1;17;3
1174;20;San Carlos;1;17;3
1175;21;San Gerardo;1;17;3
1176;22;Trinidad;1;17;3
1177;23;Vueltas.;1;17;3
1178;1;Ahogados (parte);1;18;1
1179;2;Aromático;1;18;1
1180;3;Cipreses;1;18;1
1181;4;Chapultepec;1;18;1
1182;5;Dorados;1;18;1
1183;6;Guayabos;1;18;1
1184;7;Hacienda Vieja;1;18;1
1185;8;Hogar;1;18;1
1186;9;José María Zeledón;1;18;1
1187;10;Laguna;1;18;1
1188;11;La Lía;1;18;1
1189;12;Mallorca;1;18;1
1190;13;María Auxiliadora;1;18;1
1191;14;Miramontes;1;18;1
1192;15;Nopalera;1;18;1
1193;16;Plaza del Sol;1;18;1
1194;17;Prado;1;18;1
1195;18;San José;1;18;1
1196;19;Santa Cecilia;1;18;1
1197;20;Tacaco.;1;18;1
1198;1;Biarquiria;1;18;2
1199;2;Eucalipto;1;18;2
1200;3;Freses;1;18;2
1201;4;Granadilla Norte;1;18;2
1202;5;Granadilla Sur;1;18;2
1203;6;Montaña Rusa (parte).;1;18;2
1204;1;Araucauria (parte);1;18;3
1205;2;Lomas de Ayarco;1;18;3
1206;3;Pinares.;1;18;3
1207;1;Colina;1;18;4
1208;2;Lomas de San Pancracio;1;18;4
1209;3;Ponderosa;1;18;4
1210;4;Quince de Agosto.;1;18;4
1211;1;Aeropuerto;1;19;1
1212;2;Alto Alonso;1;19;1
1213;3;Boruca;1;19;1
1214;4;Boston;1;19;1
1215;5;Cementerio;1;19;1
1216;6;Cooperativa;1;19;1
1217;7;Cristo Rey;1;19;1
1218;8;Doce de Marzo;1;19;1
1219;9;Dorotea;1;19;1
1220;10;Durán Picado;1;19;1
1221;11;España;1;19;1
1222;12;Estadio;1;19;1
1223;13;Evans Gordon Wilson;1;19;1
1224;14;González;1;19;1
1225;15;Hospital;1;19;1
1226;16;Hoyón;1;19;1
1227;17;I Griega;1;19;1
1228;18;Las Américas;1;19;1
1229;19;Lomas de Cocorí;1;19;1
1230;20;Luis Monge;1;19;1
1231;21;Morazán;1;19;1
1232;22;Pavones;1;19;1
1233;23;Pedregoso;1;19;1
1234;24;Pocito;1;19;1
1235;25;Prado;1;19;1
1236;26;Romero;1;19;1
1237;27;Sagrada Familia;1;19;1
1238;28;San Andrés;1;19;1
1239;29;San Luis;1;19;1
1240;30;San Rafael Sur;1;19;1
1241;31;San Vicente;1;19;1
1242;32;Santa Cecilia;1;19;1
1243;33;Sinaí;1;19;1
1244;34;Tierra Prometida;1;19;1
1245;35;Tormenta;1;19;1
1246;36;Unesco;1;19;1
1247;37;Valverde.;1;19;1
1248;38;Alto Ceibo;1;19;1
1249;39;Alto Huacas;1;19;1
1250;40;Alto Sajaral;1;19;1
1251;41;Alto San Juan;1;19;1
1252;42;Alto Tumbas;1;19;1
1253;43;Angostura;1;19;1
1254;44;Bajo Ceibo;1;19;1
1255;45;Bajo Esperanzas;1;19;1
1256;46;Bajo Mora;1;19;1
1257;47;Bijaguales;1;19;1
1258;48;Bocana;1;19;1
1259;49;Bonita;1;19;1
1260;50;Ceibo;1;19;1
1261;51;Ceniza;1;19;1
1262;52;Dorado;1;19;1
1263;53;Esperanzas;1;19;1
1264;54;Guadalupe;1;19;1
1265;55;Guaria;1;19;1
1266;56;Higuerones;1;19;1
1267;57;Jilguero;1;19;1
1268;58;Jilguero Sur;1;19;1
1269;59;Los Guayabos;1;19;1
1270;60;María Auxiliadora;1;19;1
1271;61;Miravalles;1;19;1
1272;62;Morete;1;19;1
1273;63;Ojo de Agua;1;19;1
1274;64;Ocho de Diciembre;1;19;1
1275;65;Pacuarito;1;19;1
1276;66;Palma;1;19;1
1277;67;Paso Beita;1;19;1
1278;68;Paso Lagarto;1;19;1
1279;69;Quebrada Honda (parte);1;19;1
1280;70;Quebrada Vueltas;1;19;1
1281;71;Quebradas;1;19;1
1282;72;Roble;1;19;1
1283;73;Rosario;1;19;1
1284;74;San Agustín;1;19;1
1285;75;San Jorge;1;19;1
1286;76;San Juan de Miramar;1;19;1
1287;77;San Lorenzo;1;19;1
1288;78;San Rafael Norte;1;19;1
1289;79;Santa Fé;1;19;1
1290;80;Santa Marta;1;19;1
1291;81;Suiza (parte);1;19;1
1292;82;Tajo;1;19;1
1293;83;Toledo;1;19;1
1294;84;Tronconales;1;19;1
1295;85;Tuis;1;19;1
1296;86;Villanueva.;1;19;1
1297;1;Arepa;1;19;2
1298;2;Carmen;1;19;2
1299;3;Chanchos;1;19;2
1300;4;Hermosa;1;19;2
1301;5;Linda;1;19;2
1302;6;Linda Arriba;1;19;2
1303;7;Miraflores;1;19;2
1304;8;Paraíso de la Tierra;1;19;2
1305;9;Peñas Blancas;1;19;2
1306;10;Quizarrá (parte);1;19;2
1307;11;San Blas;1;19;2
1308;12;San Luis;1;19;2
1309;13;Santa Cruz;1;19;2
1310;14;Santa Elena;1;19;2
1311;15;Trinidad.;1;19;2
1312;1;Alto Brisas;1;19;3
1313;2;Ángeles;1;19;3
1314;3;Aurora;1;19;3
1315;4;Chiles;1;19;3
1316;5;Crematorio;1;19;3
1317;6;Daniel Flores;1;19;3
1318;7;Laboratorio;1;19;3
1319;8;Los Pinos;1;19;3
1320;9;Loma Verde;1;19;3
1321;10;Lourdes;1;19;3
1322;11;Rosas;1;19;3
1323;12;Rosa Iris;1;19;3
1324;13;San Francisco;1;19;3
1325;14;Santa Margarita;1;19;3
1326;15;Trocha;1;19;3
1327;16;Villa Ligia.;1;19;3
1328;17;Aguas Buenas (parte);1;19;3
1329;18;Bajos de Pacuar;1;19;3
1330;19;Concepción (parte);1;19;3
1331;20;Corazón de Jesús;1;19;3
1332;21;Juntas de Pacuar;1;19;3
1333;22;Paso Bote;1;19;3
1334;23;Patio de Agua;1;19;3
1335;24;Peje;1;19;3
1336;25;Percal;1;19;3
1337;26;Pinar del Río;1;19;3
1338;27;Quebrada Honda (parte);1;19;3
1339;28;Repunta;1;19;3
1340;29;Reyes;1;19;3
1341;30;Ribera;1;19;3
1342;31;Suiza (parte).;1;19;3
1343;1;Linda Vista;1;19;4
1344;2;Lourdes.;1;19;4
1345;3;Alaska;1;19;4
1346;4;Altamira;1;19;4
1347;5;Alto Jaular;1;19;4
1348;6;Ángeles;1;19;4
1349;7;Boquete;1;19;4
1350;8;Buenavista;1;19;4
1351;9;Canaán;1;19;4
1352;10;Chimirol;1;19;4
1353;11;Chispa;1;19;4
1354;12;Chuma;1;19;4
1355;13;División (parte);1;19;4
1356;14;Guadalupe;1;19;4
1357;15;Herradura;1;19;4
1358;16;La Bambú;1;19;4
1359;17;Los Monges;1;19;4
1360;18;Monterrey;1;19;4
1361;19;Palmital;1;19;4
1362;20;Piedra Alta;1;19;4
1363;21;Playa Quesada;1;19;4
1364;22;Playas;1;19;4
1365;23;Pueblo Nuevo;1;19;4
1366;24;Río Blanco;1;19;4
1367;25;San Antonio;1;19;4
1368;26;San Gerardo;1;19;4
1369;27;San José;1;19;4
1370;28;San Juan Norte;1;19;4
1371;29;Siberia (parte);1;19;4
1372;30;Tirrá;1;19;4
1373;31;Zapotal.;1;19;4
1374;1;Cruz Roja.;1;19;5
1375;2;Arenilla (Junta);1;19;5
1376;3;Alto Calderón;1;19;5
1377;4;Cedral (parte);1;19;5
1378;5;Fátima;1;19;5
1379;6;Fortuna;1;19;5
1380;7;Guaria;1;19;5
1381;8;Laguna;1;19;5
1382;9;Rinconada Vega;1;19;5
1383;10;San Jerónimo;1;19;5
1384;11;San Juan;1;19;5
1385;12;San Juancito;1;19;5
1386;13;San Rafael;1;19;5
1387;14;Santa Ana;1;19;5
1388;15;Santo Domingo;1;19;5
1389;16;Tambor;1;19;5
1390;17;Unión;1;19;5
1391;18;Zapotal.;1;19;5
1392;1;Aguas Buenas (parte);1;19;6
1393;2;Bajo Bonitas;1;19;6
1394;3;Bajo Espinoza;1;19;6
1395;4;Bolivia;1;19;6
1396;5;Bonitas;1;19;6
1397;6;Buenos Aires;1;19;6
1398;7;Concepción (parte);1;19;6
1399;8;Cristo Rey;1;19;6
1400;9;La Sierra;1;19;6
1401;10;Lourdes;1;19;6
1402;11;Mastatal;1;19;6
1403;12;Mollejoncito;1;19;6
1404;13;Mollejones;1;19;6
1405;14;Naranjos;1;19;6
1406;15;Oratorio;1;19;6
1407;16;San Carlos;1;19;6
1408;17;San Pablito;1;19;6
1409;18;San Pablo;1;19;6
1410;19;San Roque (parte);1;19;6
1411;20;Socorro;1;19;6
1412;21;Surtubal (parte);1;19;6
1413;22;Villa Argentina;1;19;6
1414;23;Villa Flor;1;19;6
1415;24;Vista de Mar.;1;19;6
1416;1;Achiotal;1;19;7
1417;2;Aguila;1;19;7
1418;3;Alto Trinidad (Puñal);1;19;7
1419;4;Bajo Caliente;1;19;7
1420;5;Bajo Minas;1;19;7
1421;6;Barrionuevo;1;19;7
1422;7;Bellavista;1;19;7
1423;8;Calientillo;1;19;7
1424;9;Corralillo;1;19;7
1425;10;China Kichá;1;19;7
1426;11;Delicias;1;19;7
1427;12;Desamparados;1;19;7
1428;13;El Progreso;1;19;7
1429;14;Gibre;1;19;7
1430;15;Guadalupe;1;19;7
1431;16;Las Cruces;1;19;7
1432;17;Mesas;1;19;7
1433;18;Minas;1;19;7
1434;19;Montezuma;1;19;7
1435;20;Paraiso;1;19;7
1436;21;San Antonio;1;19;7
1437;22;San Gabriel;1;19;7
1438;23;San Marcos;1;19;7
1439;24;San Martín;1;19;7
1440;25;San Miguel;1;19;7
1441;26;San Roque (parte);1;19;7
1442;27;Santa Cecilia;1;19;7
1443;28;Santa Fe;1;19;7
1444;29;Santa Luisa;1;19;7
1445;30;Surtubal (parte);1;19;7
1446;31;Trinidad;1;19;7
1447;32;Veracruz;1;19;7
1448;33;Zapote.;1;19;7
1449;1;Cedral (parte);1;19;8
1450;2;El Quemado;1;19;8
1451;3;Gloria;1;19;8
1452;4;Las Brisas;1;19;8
1453;5;Las Vegas;1;19;8
1454;6;Mercedes;1;19;8
1455;7;Montecarlo;1;19;8
1456;8;Navajuelar;1;19;8
1457;9;Nubes;1;19;8
1458;10;Paraíso;1;19;8
1459;11;Pilar;1;19;8
1460;12;Pueblo Nuevo;1;19;8
1461;13;Quizarrá (parte);1;19;8
1462;14;Salitrales;1;19;8
1463;15;San Francisco;1;19;8
1464;16;San Ignacio;1;19;8
1465;17;San Pedrito;1;19;8
1466;18;Santa María;1;19;8
1467;19;Santa Teresa.;1;19;8
1468;1;Alfombra;1;19;9
1469;2;Alto Perla;1;19;9
1470;3;Bajos;1;19;9
1471;4;Bajos de Zapotal;1;19;9
1472;5;Barú;1;19;9
1473;6;Barucito;1;19;9
1474;7;Cacao;1;19;9
1475;8;Camarones;1;19;9
1476;9;Cañablanca;1;19;9
1477;10;Ceiba;1;19;9
1478;11;Chontales;1;19;9
1479;12;Farallas;1;19;9
1480;13;Florida;1;19;9
1481;14;San Juan de Dios (Guabo);1;19;9
1482;15;Líbano;1;19;9
1483;16;Magnolia;1;19;9
1484;17;Pozos;1;19;9
1485;18;Reina;1;19;9
1486;19;San Marcos;1;19;9
1487;20;San Salvador;1;19;9
1488;21;Santa Juana;1;19;9
1489;22;Santo Cristo;1;19;9
1490;23;Tinamaste (San Cristobal);1;19;9
1491;24;Torito;1;19;9
1492;25;Tres Piedras (parte);1;19;9
1493;26;Tumbas;1;19;9
1494;27;Villabonita Vista Mar.;1;19;9
1495;1;Alto Mena;1;19;10
1496;2;Brujo;1;19;10
1497;3;Calle Los Mora;1;19;10
1498;4;Chiricano;1;19;10
1499;5;Gloria;1;19;10
1500;6;Loma Guacal;1;19;10
1501;7;Llano;1;19;10
1502;8;Paraíso;1;19;10
1503;9;Providencia (Parte);1;19;10
1504;10;Purruja;1;19;10
1505;11;Río Nuevo;1;19;10
1506;12;San Antonio;1;19;10
1507;13;Santa Marta;1;19;10
1508;14;Savegre Abajo;1;19;10
1509;15;Viento Fresco.;1;19;10
1510;1;Alto Macho Mora;1;19;11
1511;2;Ángeles;1;19;11
1512;3;Berlín;1;19;11
1513;4;Chanchera;1;19;11
1514;5;División (parte);1;19;11
1515;6;Fortuna;1;19;11
1516;7;Hortensia;1;19;11
1517;8;La Ese;1;19;11
1518;9;La Piedra;1;19;11
1519;10;Lira;1;19;11
1520;11;Matasanos;1;19;11
1521;12;Palma;1;19;11
1522;13;Pedregosito;1;19;11
1523;14;Providencia (Parte);1;19;11
1524;15;San Ramón Norte;1;19;11
1525;16;Santa Eduvigis;1;19;11
1526;17;Santo Tomás;1;19;11
1527;18;Siberia (parte);1;19;11
1528;19;Valencia.;1;19;11
1529;1;Estadio;1;20;1
1530;2;La Clara;1;20;1
1531;3;La Virgen;1;20;1
1532;4;Los Ángeles;1;20;1
1533;5;Sagrada Familia.;1;20;1
1534;6;Abejonal;1;20;1
1535;7;Carrizales;1;20;1
1536;8;Los Navarro;1;20;1
1537;9;Montes de Oro;1;20;1
1538;10;Rosario.;1;20;1
1539;1;Angostura (parte);1;20;2
1540;2;Bajo Gamboa;1;20;2
1541;3;Higuerón;1;20;2
1542;4;Llano Grande;1;20;2
1543;5;Ojo de Agua (parte);1;20;2
1544;6;Rastrojales.;1;20;2
1545;1;Bajo Mora;1;20;3
1546;2;Bajo Venegas (parte);1;20;3
1547;3;Concepción;1;20;3
1548;4;San Francisco;1;20;3
1549;5;San Luis;1;20;3
1550;6;San Rafael Abajo;1;20;3
1551;7;Santa Juana;1;20;3
1552;8;Santa Rosa (parte).;1;20;3
1553;1;Alto Carrizal;1;20;4
1554;2;Loma de la Altura;1;20;4
1555;3;Santa Rosa (parte);1;20;4
1556;4;Trinidad.;1;20;4
1557;1;Cedral (parte);1;20;5
1558;2;Lucha (parte);1;20;5
1559;3;San Martín;1;20;5
1560;4;Rincón Gamboa.;1;20;5
1561;1;Angostura (parte);1;20;6
1562;2;Cuesta.;1;20;6
1563;1;Acequia Grande (parte);2;1;1
1564;2;Agonía;2;1;1
1565;3;Arroyo;2;1;1
1566;4;Bajo Cornizal;2;1;1
1567;5;Brasil (parte);2;1;1
1568;6;Cafetal;2;1;1
1569;7;Canoas;2;1;1
1570;8;Carmen;2;1;1
1571;9;Cementerio;2;1;1
1572;10;Concepción;2;1;1
1573;11;Ciruelas;2;1;1
1574;12;Corazón de Jesús;2;1;1
1575;13;Cristo Rey;2;1;1
1576;14;Gregorio José Ramírez;2;1;1
1577;15;Guadalupe;2;1;1
1578;16;Higuerones;2;1;1
1579;17;Hospital;2;1;1
1580;18;Llano;2;1;1
1581;19;Llobet;2;1;1
1582;20;Molinos;2;1;1
1583;21;Montecillos (parte);2;1;1
1584;22;Montenegro;2;1;1
1585;23;Monserrat (parte);2;1;1
1586;24;Paso Flores;2;1;1
1587;25;Providencia;2;1;1
1588;26;Retiro;2;1;1
1589;27;San Luis;2;1;1
1590;28;Tomás Guardia;2;1;1
1591;29;Tropicana;2;1;1
1592;30;Villabonita (parte);2;1;1
1593;31;Villahermosa.;2;1;1
1594;1;Amistad;2;1;2
1595;2;Botánica;2;1;2
1596;3;Copablanca;2;1;2
1597;4;Flores;2;1;2
1598;5;Jardines;2;1;2
1599;6;Jocote;2;1;2
1600;7;Juan Santamaría;2;1;2
1601;8;Lagunilla;2;1;2
1602;9;Mandarina (parte);2;1;2
1603;10;Maravilla (parte);2;1;2
1604;11;Montesol (parte);2;1;2
1605;12;Pueblo Nuevo;2;1;2
1606;13;San Rafael;2;1;2
1607;14;Santa Rita;2;1;2
1608;15;Tigra;2;1;2
1609;16;Torre;2;1;2
1610;17;Trinidad;2;1;2
1611;18;Tuetal Sur.;2;1;2
1612;19;Coyol;2;1;2
1613;20;Flores.;2;1;2
1614;1;Alto Pavas;2;1;3
